Serial number,Time,Status,vpv1,vpv2,vpv3,vBat,SOC,ppv1,ppv2,ppv3,pCharge,pDisCharge,vacr,vacs,vact,fac,pinv,prec,pf,vepsr,vepss,vepst,feps,peps,seps,pToGrid,pToUser,pLoad,ePv1Day,ePv2Day,ePv3Day,eInvDay,eRecDay,eChgDay,eDisChgDay,eEpsDay,eToGridDay,eToUserDay,ePv1All,ePv2All,ePv3All,eInvAll,eRecAll,eChgAll,eDisChgAll,eEpsAll,eToGridAll,eToUserAll,faultCode,warningCode,tinner,tradiator1,tradiator2,tradiator3,tBat,vBus1,vBus2,maxChgCurr,maxDischgCurr,chargeVoltRef,dischgCutVolt,batStatus0,batStatus1,batStatus2,batStatus3,batStatus4,batStatus5,batStatus6,batStatus7,batStatus8,batStatus9,batStatusInv,internalFault,BatCurrent,BMSEvent1,BMSEvent2,MaxCellVoltage,MinCellVoltage,MaxCellTemp,MinCellTemp,CycleCnt,Batt Internal Volt,Vbat_Inv,vBusP,genVolt,genFreq,genPower,eGenDay,eGenAll,SOH,epsVoltL1N,epsVoltL2N,pEpsL1N,pEpsL2N,sEpsL1N,sEpsL2N,eEpsL1NDay,eEpsL2NDay,eEpsL1NAll,eEpsL2NAll,Debug140,Debug141,Debug142,Debug143,Debug144,Debug145,Debug146,Debug147,Debug148,Debug149,Debug150,Debug151,Debug152,Sum_PPV
1233022323,2025-04-29 07:02:32,PV&Battery Grid on,182.7,227.3,385.9,48.9,65.0,121,166,0,112,0,228.9,0,0,49.94,4,0,[0],230.4,27.6,3193.7,49.98,0,0,0,0,4,0.1,0.1,0,0.1,0.1,0.2,0.3,0,0.1,1.2,1627.8,1647.6,0,2117.7,133.2,2143.9,1641.0,46,485.8,1782.5,0x0,0x0,47,34,38,0,46,385.8,350.9,10,217,52,30,0x22,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1EA,0,0,0,0,28703,4.8,48.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,287
1233022323,2025-04-29 07:08:33,PV&Battery Grid on,190.2,225.8,385.1,48.8,65.0,110,130,0,106,0,228.6,0,0,49.93,5,0,[0],229.9,27.6,3193.7,49.92,0,0,0,0,5,0.1,0.1,0,0.1,0.1,0.2,0.3,0,0.1,1.2,1627.8,1647.6,0,2117.7,133.2,2143.9,1641.0,46,485.8,1782.5,0x0,0x0,50,34,39,0,49,385.2,350.2,10,217,52,30,0x00,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1E9,0,0,0,0,28703,4.8,48.8,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,240
1233022323,2025-04-29 07:14:33,PV&Battery Grid on,185.7,221.4,384.1,48.7,65.0,107,120,0,96,0,229.4,0,0,50.19,6,0,[0],230.6,27.6,3193.7,50.19,0,0,0,0,6,0.1,0.2,0,0.1,0.1,0.2,0.3,0,0.1,1.2,1627.8,1647.7,0,2117.7,133.2,2143.9,1641.0,46,485.8,1782.5,0x0,0x0,51,35,42,0,50,384.1,349.1,10,217,52,30,0x00,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1E7,0,0,0,0,28703,4.8,48.7,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,227
1233022323,2025-04-29 07:20:35,PV&Battery Grid on,185.7,219.8,387.0,49.0,65.0,140,159,0,178,0,227.7,0,0,50.11,4,0,[0],229.0,27.6,3193.7,50.13,0,0,0,0,4,0.1,0.2,0,0.1,0.1,0.2,0.3,0,0.1,1.2,1627.8,1647.7,0,2117.7,133.2,2143.9,1641.0,46,485.8,1782.5,0x0,0x0,52,36,44,0,51,387.0,352.0,10,217,52,30,0x00,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1EB,0,0,0,0,28703,4.8,49.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,299
1233022323,2025-04-29 07:26:33,PV&Battery Grid on,182.7,227.3,389.9,49.5,65.0,168,217,0,242,0,231.6,0,0,50.11,0,0,[0],232.6,27.6,3193.7,50.07,0,0,0,0,0,0.1,0.2,0,0.1,0.1,0.2,0.3,0,0.1,1.2,1627.8,1647.7,0,2117.7,133.2,2143.9,1641.0,46,485.8,1782.5,0x0,0x0,38,35,40,0,38,390.1,355.1,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1EF,0,0,0,0,28703,4.8,49.5,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,385
1233022323,2025-04-29 07:32:34,PV&Battery Grid on,182.7,222.3,394.0,50.0,65.0,221,268,0,342,0,231.6,0,0,49.87,0,3,[0],232.5,27.6,3193.7,49.86,0,0,0,0,0,0.1,0.2,0,0.1,0.1,0.3,0.3,0,0.1,1.2,1627.8,1647.7,0,2117.7,133.2,2144.0,1641.0,46,485.8,1782.5,0x0,0x0,36,34,38,0,35,394.0,359.0,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F4,0,0,0,0,28703,4.8,50.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,489
1233022323,2025-04-29 07:38:34,PV&Battery Grid on,188.2,228.8,396.7,50.3,67.0,258,307,0,422,0,230.6,0,0,50.06,1,0,[0],231.6,27.6,3193.7,50.04,0,0,0,0,1,0.2,0.2,0,0.1,0.1,0.3,0.3,0,0.1,1.2,1627.9,1647.7,0,2117.7,133.2,2144.0,1641.0,46,485.8,1782.5,0x0,0x0,36,33,36,0,35,397.2,362.1,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F8,0,0,0,0,28703,4.8,50.4,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,565
1233022323,2025-04-29 07:44:33,PV&Battery Grid on,192.7,227.2,398.9,50.7,69.0,287,349,0,470,0,230.1,0,0,49.93,0,0,[0],231.0,27.6,3193.7,49.94,0,0,0,0,0,0.2,0.3,0,0.1,0.1,0.3,0.3,0,0.1,1.2,1627.9,1647.8,0,2117.7,133.2,2144.0,1641.0,46,485.8,1782.5,0x0,0x0,36,32,35,0,36,398.9,365.2,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1FC,0,0,0,0,28703,4.8,50.7,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,636
1233022323,2025-04-29 07:50:33,PV&Battery Grid on,188.7,224.3,399.0,50.9,70.0,285,343,0,463,0,230.8,0,0,50.06,0,0,[0],231.7,27.6,3193.7,50.05,0,0,0,0,0,0.2,0.3,0,0.1,0.1,0.4,0.3,0,0.1,1.2,1627.9,1647.8,0,2117.7,133.2,2144.1,1641.0,46,485.8,1782.5,0x0,0x0,36,32,35,0,36,398.6,366.1,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1FD,0,0,0,0,28703,4.8,50.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,628
1233022323,2025-04-29 07:56:34,PV&Battery Grid on,204.2,247.5,413.8,51.3,72.0,323,391,0,532,0,230.6,0,0,49.95,8,0,[0],231.5,27.6,3193.7,50.0,0,0,0,0,8,0.2,0.3,0,0.1,0.1,0.4,0.3,0,0.1,1.2,1627.9,1647.8,0,2117.7,133.2,2144.1,1641.0,46,485.8,1782.5,0x0,0x0,36,32,35,0,36,413.4,369.7,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x201,0,0,0,0,28703,4.8,51.3,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,714
1233022323,2025-04-29 08:02:33,PV&Battery Grid on,212.4,255.6,413.3,51.6,74.0,330,398,0,534,0,230.5,0,0,49.98,8,0,[0],231.7,27.6,3193.7,49.98,0,0,0,0,8,0.3,0.4,0,0.1,0.1,0.5,0.3,0,0.1,1.2,1628.0,1647.9,0,2117.7,133.2,2144.2,1641.0,46,485.8,1782.5,0x0,0x0,36,32,35,0,36,413.1,371.5,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x204,0,0,0,0,28703,4.8,51.5,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,728
1233022323,2025-04-29 08:08:34,PV&Battery Grid on,214.8,258.2,413.7,51.7,75.0,322,388,0,522,0,231.4,0,0,50.12,8,0,[0],232.4,27.6,3193.7,50.11,0,0,0,0,8,0.3,0.4,0,0.1,0.1,0.5,0.3,0,0.1,1.2,1628.0,1647.9,0,2117.7,133.2,2144.2,1641.0,46,485.8,1782.5,0x0,0x0,36,32,35,0,36,413.4,372.4,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x206,0,0,0,0,28703,4.8,51.7,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,710
1233022323,2025-04-29 08:14:34,PV&Battery Grid on,215.4,258.6,414.3,51.8,76.0,310,376,0,487,0,232.9,0,0,49.98,5,0,[0],233.5,27.6,3193.7,49.93,0,0,0,0,5,0.3,0.4,0,0.1,0.1,0.6,0.3,0,0.1,1.2,1628.0,1647.9,0,2117.7,133.2,2144.3,1641.0,46,485.8,1782.5,0x0,0x0,36,32,35,0,36,413.2,372.9,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x207,0,0,0,0,28703,4.8,51.8,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,686
1233022323,2025-04-29 08:20:35,PV&Battery Grid on,214.8,258.4,414.5,51.9,76.0,294,358,0,452,0,227.8,0,0,50.12,7,0,[0],228.7,27.6,3193.7,50.11,0,0,0,0,7,0.3,0.5,0,0.1,0.1,0.6,0.3,0,0.1,1.2,1628.0,1648.0,0,2117.7,133.2,2144.3,1641.0,46,485.8,1782.5,0x0,0x0,36,32,35,0,36,413.5,373.3,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x207,0,0,0,0,28703,4.8,51.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,652
1233022323,2025-04-29 08:26:35,PV&Battery Grid on,215.8,259.3,414.3,51.9,76.0,280,341,0,424,0,233.5,0,0,50.11,6,0,[0],234.6,27.6,3193.7,50.12,0,0,0,0,6,0.4,0.5,0,0.1,0.1,0.6,0.3,0,0.1,1.2,1628.1,1648.0,0,2117.7,133.2,2144.3,1641.0,46,485.8,1782.5,0x0,0x0,36,32,35,0,35,413.4,374.1,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x208,0,0,0,0,28703,4.8,51.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,621
1233022323,2025-04-29 08:32:34,PV&Battery Grid on,215.1,259.2,414.3,51.9,77.0,258,318,0,374,0,233.8,0,0,50.16,7,0,[0],234.6,27.6,3193.7,50.17,0,0,0,0,7,0.4,0.5,0,0.1,0.1,0.7,0.3,0,0.1,1.2,1628.1,1648.0,0,2117.7,133.2,2144.4,1641.0,46,485.8,1782.5,0x0,0x0,35,32,35,0,35,413.6,373.6,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x208,0,0,0,0,28703,4.8,51.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,576
1233022323,2025-04-29 08:38:35,PV&Battery Grid on,219.2,263.4,414.4,51.9,77.0,229,294,0,335,0,234.1,0,0,50.18,8,0,[0],235.0,27.6,3193.7,50.14,0,0,0,0,8,0.4,0.6,0,0.1,0.1,0.7,0.3,0,0.1,1.2,1628.1,1648.1,0,2117.7,133.2,2144.4,1641.0,46,485.8,1782.5,0x0,0x0,35,32,35,0,35,413.4,373.5,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x208,0,0,0,0,28703,4.8,51.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,523
1233022323,2025-04-29 08:44:34,PV&Battery Grid on,217.9,261.4,413.2,51.9,78.0,217,271,0,295,0,233.0,0,0,50.12,12,0,[0],233.9,27.6,3193.7,50.15,0,0,0,0,12,0.4,0.6,0,0.1,0.1,0.7,0.3,0,0.2,1.2,1628.1,1648.1,0,2117.7,133.2,2144.4,1641.0,46,485.9,1782.5,0x0,0x0,35,32,35,0,35,413.5,373.2,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x208,0,0,0,0,28703,4.8,52.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,488
1233022323,2025-04-29 08:50:35,PV&Battery Grid on,216.9,260.0,413.6,51.9,78.0,202,244,0,257,0,233.7,0,0,50.19,11,0,[0],234.6,27.6,3193.7,50.21,0,0,0,0,11,0.5,0.6,0,0.1,0.1,0.8,0.3,0,0.2,1.2,1628.2,1648.1,0,2117.7,133.2,2144.5,1641.0,46,485.9,1782.5,0x0,0x0,35,32,35,0,35,413.3,373.2,10,217,52,30,0x322,0x1C01,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x208,0,0,0,0,28703,4.8,51.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,446
1233022323,2025-04-29 08:56:35,PV&Battery Grid on,221.9,265.6,399.5,50.0,69.0,105,130,0,68,0,232.6,0,0,50.22,12,0,[0],233.6,27.6,3193.7,50.2,0,0,0,0,12,0.5,0.6,0,0.1,0.1,0.8,0.3,0,0.2,1.2,1628.2,1648.1,0,2117.7,133.2,2144.5,1641.0,46,485.9,1782.5,0x0,0x0,33,34,36,0,33,399.7,358.3,10,217,50,30,0x300,0x1801,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F5,0,0,0,0,28703,4.8,50.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,235
1233022323,2025-04-29 09:02:34,PV&Battery Grid on,223.1,267.8,399.6,50.0,69.0,100,123,0,66,0,232.5,0,0,50.19,7,0,[0],233.5,27.6,3193.7,50.18,0,0,0,0,7,0.5,0.6,0,0.1,0.1,0.8,0.3,0,0.2,1.2,1628.2,1648.1,0,2117.7,133.2,2144.5,1641.0,46,485.9,1782.5,0x0,0x0,34,35,37,0,33,399.4,358.2,10,217,50,30,0x300,0x1801,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F5,0,0,0,0,28703,4.8,50.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,223
1233022323,2025-04-29 09:08:35,PV&Battery Grid on,196.3,221.1,399.7,50.0,67.0,181,46,0,63,0,231.9,0,0,49.94,6,0,[0],232.8,27.6,3193.7,49.93,0,0,0,0,6,0.5,0.6,0,0.1,0.1,0.8,0.3,0,0.2,1.2,1628.2,1648.1,0,2117.7,133.2,2144.5,1641.0,46,485.9,1782.5,0x0,0x0,35,33,35,0,35,399.8,358.6,10,217,50,30,0x00,0x1801,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F5,0,0,0,0,28703,4.8,50.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,227
1233022323,2025-04-29 09:14:37,PV&Battery Grid on,196.0,222.1,399.7,50.0,67.0,171,46,0,62,0,233.2,0,0,50.0,7,0,[0],234.3,27.6,3193.7,50.01,0,0,0,0,7,0.5,0.6,0,0.1,0.1,0.8,0.3,0,0.2,1.2,1628.2,1648.1,0,2117.7,133.2,2144.5,1641.0,46,485.9,1782.5,0x0,0x0,35,33,37,0,40,399.6,358.4,10,217,50,30,0x00,0x1801,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F5,0,0,0,0,28703,4.8,50.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,217
1233022323,2025-04-29 09:20:37,PV&Battery Grid on,202.5,221.6,399.9,50.0,67.0,169,52,0,77,0,233.2,0,0,50.13,8,0,[0],234.3,27.6,3193.7,50.11,0,0,0,0,8,0.5,0.6,0,0.1,0.1,0.8,0.3,0,0.2,1.2,1628.2,1648.1,0,2117.7,133.2,2144.5,1641.0,46,485.9,1782.5,0x0,0x0,36,34,40,0,44,399.9,358.5,10,217,50,30,0x00,0x1801,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F4,0,0,0,0,28703,4.8,50.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,221
1233022323,2025-04-29 09:26:36,PV&Battery Grid on,199.5,221.9,399.8,50.0,67.0,160,44,0,76,0,233.4,0,0,49.99,9,0,[0],234.3,27.6,3193.7,49.93,0,0,0,0,9,0.5,0.6,0,0.1,0.1,0.8,0.3,0,0.2,1.2,1628.2,1648.1,0,2117.7,133.2,2144.5,1641.0,46,485.9,1782.5,0x0,0x0,37,35,42,0,46,399.7,358.5,10,217,50,30,0x00,0x1801,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F4,0,0,0,0,28703,4.8,50.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,204
1233022323,2025-04-29 09:32:36,PV&Battery Grid on,196.8,221.4,400.0,50.1,67.0,165,30,0,63,0,231.8,0,0,49.99,10,0,[0],232.7,27.6,3193.7,50.0,0,0,0,0,10,0.6,0.7,0,0.1,0.1,0.8,0.3,0,0.2,1.2,1628.3,1648.2,0,2117.7,133.2,2144.5,1641.0,46,485.9,1782.5,0x0,0x0,39,34,38,0,45,399.8,358.7,10,217,50,30,0x22,0x1801,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0xCF5,0x03,0xDC,0,0x00,0x1F5,0,0,0,0,28703,4.8,50.1,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,195
